"MODEL           ","                "
"MAQUINA         ","MC#01   "
"FICHERO         ","FILE020"
"MODO            ","Z   "
"CONTADOR ZETAS  ","0109"
"FECHA           ","2018-12-07"
"HORA            ","17:02"

"REGISTRO        ","DESCRIPTOR      ","IMPORTE         "
"0001","GT          ","54,229,174"
"0002","            ","0"
"0003","            ","0"
"0004","LAST GT     ","53,430,674"
