"MODEL           ","                "
"MAQUINA         ","MC#01   "
"INFORME         ","PLU         "
"FICHERO         ","FILE004"
"MODO            ","X   "
"CONTADOR ZETAS  ","0000"
"FECHA           ","2018-12-07"
"HORA            ","17:00"

"REGISTRO        ","DESCRIPTOR      ","CANTIDAD        ","IMPORTE         "
"0713","PLU0713     ","0","0"
"0714","PLU0714     ","0","0"
"0715","PLU0715     ","0","0"
"0716","PLU0716     ","0","0"
"0717","PLU0717     ","0","0"
"0718","PLU0718     ","0","0"
"0719","PLU0719     ","0","0"
"0720","PLU0720     ","0","0"
"0721","PLU0721     ","0","0"
"0722","PLU0722     ","0","0"
"0723","PLU0723     ","0","0"
"0724","PLU0724     ","0","0"
"0725","PLU0725     ","0","0"
"0726","PLU0726     ","0","0"
"0727","PLU0727     ","0","0"
"0728","PLU0728     ","0","0"
"0729","PLU0729     ","0","0"
"0730","PLU0730     ","0","0"
"0731","PLU0731     ","0","0"
"0732","PLU0732     ","0","0"
"0733","PLU0733     ","0","0"
"0734","PLU0734     ","0","0"
"0735","PLU0735     ","0","0"
"0736","PLU0736     ","0","0"
"0737","PLU0737     ","0","0"
"0738","PLU0738     ","0","0"
"0739","PLU0739     ","0","0"
"0740","PLU0740     ","0","0"
"0741","PLU0741     ","0","0"
"0742","PLU0742     ","0","0"
"0743","PLU0743     ","0","0"
"0744","PLU0744     ","0","0"
"0745","PLU0745     ","0","0"
"0746","PLU0746     ","0","0"
"0747","PLU0747     ","0","0"
"0748","PLU0748     ","0","0"
"0749","PLU0749     ","0","0"
"0750","PLU0750     ","0","0"
"0751","PLU0751     ","0","0"
"0752","PLU0752     ","0","0"
"0753","PLU0753     ","0","0"
"0754","PLU0754     ","0","0"
"0755","PLU0755     ","0","0"
"0756","PLU0756     ","0","0"
"0757","PLU0757     ","0","0"
"0758","PLU0758     ","0","0"
"0759","PLU0759     ","0","0"
"0760","PLU0760     ","0","0"
"0761","PLU0761     ","0","0"
"0762","PLU0762     ","0","0"
"0763","PLU0763     ","0","0"
"0764","PLU0764     ","0","0"
"0765","PLU0765     ","0","0"
"0766","PLU0766     ","0","0"
"0767","PLU0767     ","0","0"
"0768","PLU0768     ","0","0"
"0769","PLU0769     ","0","0"
"0770","PLU0770     ","0","0"
"0771","PLU0771     ","0","0"
"0772","PLU0772     ","0","0"
"0773","PLU0773     ","0","0"
"0774","PLU0774     ","0","0"
"0775","PLU0775     ","0","0"
"0776","PLU0776     ","0","0"
"0777","PLU0777     ","0","0"
"0778","PLU0778     ","0","0"
"0779","PLU0779     ","0","0"
"0780","PLU0780     ","0","0"
"0781","PLU0781     ","0","0"
"0782","PLU0782     ","0","0"
"0783","PLU0783     ","0","0"
"0784","PLU0784     ","0","0"
"0785","PLU0785     ","0","0"
"0786","PLU0786     ","0","0"
"0787","PLU0787     ","0","0"
"0788","PLU0788     ","0","0"
"0789","PLU0789     ","0","0"
"0790","PLU0790     ","0","0"
"0791","PLU0791     ","0","0"
"0792","PLU0792     ","0","0"
"0793","PLU0793     ","0","0"
"0794","PLU0794     ","0","0"
"0795","PLU0795     ","0","0"
"0796","PLU0796     ","0","0"
"0797","PLU0797     ","0","0"
"0798","PLU0798     ","0","0"
"0799","PLU0799     ","0","0"
"0800","PLU0800     ","0","0"
"0801","PLU0801     ","0","0"
"0802","PLU0802     ","0","0"
"0803","PLU0803     ","0","0"
"0804","PLU0804     ","0","0"
"0805","PLU0805     ","0","0"
"0806","PLU0806     ","0","0"
"0807","PLU0807     ","0","0"
"0808","PLU0808     ","0","0"
"0809","PLU0809     ","0","0"
"0810","PLU0810     ","0","0"
"0811","PLU0811     ","0","0"
"0812","PLU0812     ","0","0"
"0813","PLU0813     ","0","0"
"0814","PLU0814     ","0","0"
"0815","PLU0815     ","0","0"
"0816","PLU0816     ","0","0"
"0817","PLU0817     ","0","0"
"0818","PLU0818     ","0","0"
"0819","PLU0819     ","0","0"
"0820","PLU0820     ","0","0"
"0821","PLU0821     ","0","0"
"0822","PLU0822     ","0","0"
"0823","PLU0823     ","0","0"
"0824","PLU0824     ","0","0"
"0825","PLU0825     ","0","0"
"0826","PLU0826     ","0","0"
"0827","PLU0827     ","0","0"
"0828","PLU0828     ","0","0"
"0829","PLU0829     ","0","0"
"0830","PLU0830     ","0","0"
"0831","PLU0831     ","0","0"
"0832","PLU0832     ","0","0"
"0833","PLU0833     ","0","0"
"0834","PLU0834     ","0","0"
"0835","PLU0835     ","0","0"
"0836","PLU0836     ","0","0"
"0837","PLU0837     ","0","0"
"0838","PLU0838     ","0","0"
"0839","PLU0839     ","0","0"
"0840","PLU0840     ","0","0"
"0841","PLU0841     ","0","0"
"0842","PLU0842     ","0","0"
"0843","PLU0843     ","0","0"
"0844","PLU0844     ","0","0"
"0845","PLU0845     ","0","0"
"0846","PLU0846     ","0","0"
"0847","PLU0847     ","0","0"
"0848","PLU0848     ","0","0"
"0849","PLU0849     ","0","0"
"0850","PLU0850     ","0","0"
"0851","PLU0851     ","0","0"
"0852","PLU0852     ","0","0"
"0853","PLU0853     ","0","0"
"0854","PLU0854     ","0","0"
"0855","PLU0855     ","0","0"
"0856","PLU0856     ","0","0"
"0857","PLU0857     ","0","0"
"0858","PLU0858     ","0","0"
"0859","PLU0859     ","0","0"
"0860","PLU0860     ","0","0"
"0861","PLU0861     ","0","0"
"0862","PLU0862     ","0","0"
"0863","PLU0863     ","0","0"
"0864","PLU0864     ","0","0"
"0865","PLU0865     ","0","0"
"0866","PLU0866     ","0","0"
"0867","PLU0867     ","0","0"
"0868","PLU0868     ","0","0"
"0869","PLU0869     ","0","0"
"0870","PLU0870     ","0","0"
"0871","PLU0871     ","0","0"
"0872","PLU0872     ","0","0"
"0873","PLU0873     ","0","0"
"0874","PLU0874     ","0","0"
"0875","PLU0875     ","0","0"
"0876","PLU0876     ","0","0"
"0877","PLU0877     ","0","0"
"0878","PLU0878     ","0","0"
"0879","PLU0879     ","0","0"
"0880","PLU0880     ","0","0"
"0881","PLU0881     ","0","0"
"0882","PLU0882     ","0","0"
"0883","PLU0883     ","0","0"
"0884","PLU0884     ","0","0"
"0885","PLU0885     ","0","0"
"0886","PLU0886     ","0","0"
"0887","PLU0887     ","0","0"
"0888","PLU0888     ","0","0"
"0889","PLU0889     ","0","0"
"0890","PLU0890     ","0","0"
"0891","PLU0891     ","0","0"
"0892","PLU0892     ","0","0"
"0893","PLU0893     ","0","0"
"0894","PLU0894     ","0","0"
"0895","PLU0895     ","0","0"
"0896","PLU0896     ","0","0"
"0897","PLU0897     ","0","0"
"0898","PLU0898     ","0","0"
"0899","PLU0899     ","0","0"
"0900","PLU0900     ","0","0"
"0901","PLU0901     ","0","0"
"0902","PLU0902     ","0","0"
"0903","PLU0903     ","0","0"
"0904","PLU0904     ","0","0"
"0905","PLU0905     ","0","0"
"0906","PLU0906     ","0","0"
"0907","PLU0907     ","0","0"
"0908","PLU0908     ","0","0"
"0909","PLU0909     ","0","0"
"0910","PLU0910     ","0","0"
"0911","PLU0911     ","0","0"
"0912","PLU0912     ","0","0"
"0913","PLU0913     ","0","0"
"0914","PLU0914     ","0","0"
"0915","PLU0915     ","0","0"
"0916","PLU0916     ","0","0"
"0917","PLU0917     ","0","0"
"0918","PLU0918     ","0","0"
"0919","PLU0919     ","0","0"
"0920","PLU0920     ","0","0"
"0921","PLU0921     ","0","0"
"0922","PLU0922     ","0","0"
"0923","PLU0923     ","0","0"
"0924","PLU0924     ","0","0"
"0925","PLU0925     ","0","0"
"0926","PLU0926     ","0","0"
"0927","PLU0927     ","0","0"
"0928","PLU0928     ","0","0"
"0929","PLU0929     ","0","0"
"0930","PLU0930     ","0","0"
"0931","PLU0931     ","0","0"
"0932","PLU0932     ","0","0"
"0933","PLU0933     ","0","0"
"0934","PLU0934     ","0","0"
"0935","PLU0935     ","0","0"
"0936","PLU0936     ","0","0"
"0937","PLU0937     ","0","0"
"0938","PLU0938     ","0","0"
"0939","PLU0939     ","0","0"
"0940","PLU0940     ","0","0"
"0941","PLU0941     ","0","0"
"0942","PLU0942     ","0","0"
"0943","PLU0943     ","0","0"
"0944","PLU0944     ","0","0"
"0945","PLU0945     ","0","0"
"0946","PLU0946     ","0","0"
"0947","PLU0947     ","0","0"
"0948","PLU0948     ","0","0"
"0949","PLU0949     ","0","0"
"0950","PLU0950     ","0","0"
"0951","PLU0951     ","0","0"
"0952","PLU0952     ","0","0"
"0953","PLU0953     ","0","0"
"0954","PLU0954     ","0","0"
"0955","PLU0955     ","0","0"
"0956","PLU0956     ","0","0"
"0957","PLU0957     ","0","0"
"0958","PLU0958     ","0","0"
"0959","PLU0959     ","0","0"
"0960","PLU0960     ","0","0"
"0961","PLU0961     ","0","0"
"0962","PLU0962     ","0","0"
"0963","PLU0963     ","0","0"
"0964","PLU0964     ","0","0"
"0965","PLU0965     ","0","0"
"0966","PLU0966     ","0","0"
"0967","PLU0967     ","0","0"
"0968","PLU0968     ","0","0"
"0969","PLU0969     ","0","0"
"0970","PLU0970     ","0","0"
"0971","PLU0971     ","0","0"
"0972","PLU0972     ","0","0"
"0973","PLU0973     ","0","0"
"0974","PLU0974     ","0","0"
"0975","PLU0975     ","0","0"
"0976","PLU0976     ","0","0"
"0977","PLU0977     ","0","0"
"0978","PLU0978     ","0","0"
"0979","PLU0979     ","0","0"
"0980","PLU0980     ","0","0"
"0981","PLU0981     ","0","0"
"0982","PLU0982     ","0","0"
"0983","PLU0983     ","0","0"
"0984","PLU0984     ","0","0"
"0985","PLU0985     ","0","0"
"0986","PLU0986     ","0","0"
"0987","PLU0987     ","0","0"
"0988","PLU0988     ","0","0"
"0989","PLU0989     ","0","0"
"0990","PLU0990     ","0","0"
"0991","PLU0991     ","0","0"
"0992","PLU0992     ","0","0"
"0993","PLU0993     ","0","0"
"0994","PLU0994     ","0","0"
"0995","PLU0995     ","0","0"
"0996","PLU0996     ","0","0"
"0997","PLU0997     ","0","0"
"0998","PLU0998     ","0","0"
"0999","PLU0999     ","0","0"
"1000","PLU1000     ","0","0"
"1001","PLU1001     ","0","0"
"1002","PLU1002     ","0","0"
"1003","PLU1003     ","0","0"
"1004","PLU1004     ","0","0"
"1005","PLU1005     ","0","0"
"1006","PLU1006     ","0","0"
"1007","PLU1007     ","0","0"
"1008","PLU1008     ","0","0"
"1009","PLU1009     ","0","0"
"1010","PLU1010     ","0","0"
"1011","PLU1011     ","0","0"
"1012","PLU1012     ","0","0"
"1013","PLU1013     ","0","0"
"1014","PLU1014     ","0","0"
"1015","PLU1015     ","0","0"
"1016","PLU1016     ","0","0"
"1017","PLU1017     ","0","0"
"1018","PLU1018     ","0","0"
"1019","PLU1019     ","0","0"
"1020","PLU1020     ","0","0"
"1021","PLU1021     ","0","0"
"1022","PLU1022     ","0","0"
"1023","PLU1023     ","0","0"
"1024","PLU1024     ","0","0"
"1025","PLU1025     ","0","0"
"1026","PLU1026     ","0","0"
"1027","PLU1027     ","0","0"
"1028","PLU1028     ","0","0"
"1029","PLU1029     ","0","0"
"1030","PLU1030     ","0","0"
"1031","PLU1031     ","0","0"
"1032","PLU1032     ","0","0"
"1033","PLU1033     ","0","0"
"1034","PLU1034     ","0","0"
"1035","PLU1035     ","0","0"
"1036","PLU1036     ","0","0"
"1037","PLU1037     ","0","0"
"1038","PLU1038     ","0","0"
"1039","PLU1039     ","0","0"
"1040","PLU1040     ","0","0"
"1041","PLU1041     ","0","0"
"1042","PLU1042     ","0","0"
"1043","PLU1043     ","0","0"
"1044","PLU1044     ","0","0"
"1045","PLU1045     ","0","0"
"1046","PLU1046     ","0","0"
"1047","PLU1047     ","0","0"
"1048","PLU1048     ","0","0"
"1049","PLU1049     ","0","0"
"1050","PLU1050     ","0","0"
"1051","PLU1051     ","0","0"
"1052","PLU1052     ","0","0"
"1053","PLU1053     ","0","0"
"1054","PLU1054     ","0","0"
"1055","PLU1055     ","0","0"
"1056","PLU1056     ","0","0"
"1057","PLU1057     ","0","0"
"1058","PLU1058     ","0","0"
"1059","PLU1059     ","0","0"
"1060","PLU1060     ","0","0"
"1061","PLU1061     ","0","0"
"1062","PLU1062     ","0","0"
"1063","PLU1063     ","0","0"
"1064","PLU1064     ","0","0"
"1065","PLU1065     ","0","0"
"1066","PLU1066     ","0","0"
"1067","PLU1067     ","0","0"
"1068","PLU1068     ","0","0"
"1069","PLU1069     ","0","0"
"1070","PLU1070     ","0","0"
"1071","PLU1071     ","0","0"
"1072","PLU1072     ","0","0"
"1073","PLU1073     ","0","0"
"1074","PLU1074     ","0","0"
"1075","PLU1075     ","0","0"
"1076","PLU1076     ","0","0"
"1077","PLU1077     ","0","0"
"1078","PLU1078     ","0","0"
"1079","PLU1079     ","0","0"
"1080","PLU1080     ","0","0"
"1081","PLU1081     ","0","0"
"1082","PLU1082     ","0","0"
"1083","PLU1083     ","0","0"
"1084","PLU1084     ","0","0"
"1085","PLU1085     ","0","0"
"1086","PLU1086     ","0","0"
"1087","PLU1087     ","0","0"
"1088","PLU1088     ","0","0"
"1089","PLU1089     ","0","0"
"1090","PLU1090     ","0","0"
"1091","PLU1091     ","0","0"
"1092","PLU1092     ","0","0"
"1093","PLU1093     ","0","0"
"1094","PLU1094     ","0","0"
"1095","PLU1095     ","0","0"
"1096","PLU1096     ","0","0"
"1097","PLU1097     ","0","0"
"1098","PLU1098     ","0","0"
"1099","PLU1099     ","0","0"
"1100","PLU1100     ","0","0"
"1101","PLU1101     ","0","0"
"1102","PLU1102     ","0","0"
"1103","PLU1103     ","0","0"
"1104","PLU1104     ","0","0"
"1105","PLU1105     ","0","0"
"1106","PLU1106     ","0","0"
"1107","PLU1107     ","0","0"
"1108","PLU1108     ","0","0"
"1109","PLU1109     ","0","0"
"1110","PLU1110     ","0","0"
"1111","PLU1111     ","0","0"
"1112","PLU1112     ","0","0"
"1113","PLU1113     ","0","0"
"1114","PLU1114     ","0","0"
"1115","PLU1115     ","0","0"
"1116","PLU1116     ","0","0"
"1117","PLU1117     ","0","0"
"1118","PLU1118     ","0","0"
"1119","PLU1119     ","0","0"
"1120","PLU1120     ","0","0"
"1121","PLU1121     ","0","0"
"1122","PLU1122     ","0","0"
"1123","PLU1123     ","0","0"
"1124","PLU1124     ","0","0"
"1125","PLU1125     ","0","0"
"1126","PLU1126     ","0","0"
"1127","PLU1127     ","0","0"
"1128","PLU1128     ","0","0"
"1129","PLU1129     ","0","0"
"1130","PLU1130     ","0","0"
"1131","PLU1131     ","0","0"
"1132","PLU1132     ","0","0"
"1133","PLU1133     ","0","0"
"1134","PLU1134     ","0","0"
"1135","PLU1135     ","0","0"
"1136","PLU1136     ","0","0"
"1137","PLU1137     ","0","0"
"1138","PLU1138     ","0","0"
"1139","PLU1139     ","0","0"
"1140","PLU1140     ","0","0"
"1141","PLU1141     ","0","0"
"1142","PLU1142     ","0","0"
"1143","PLU1143     ","0","0"
"1144","PLU1144     ","0","0"
"1145","PLU1145     ","0","0"
"1146","PLU1146     ","0","0"
"1147","PLU1147     ","0","0"
"1148","PLU1148     ","0","0"
"1149","PLU1149     ","0","0"
"1150","PLU1150     ","0","0"
"1151","PLU1151     ","0","0"
"1152","PLU1152     ","0","0"
"1153","PLU1153     ","0","0"
"1154","PLU1154     ","0","0"
"1155","PLU1155     ","0","0"
"1156","PLU1156     ","0","0"
"1157","PLU1157     ","0","0"
"1158","PLU1158     ","0","0"
"1159","PLU1159     ","0","0"
"1160","PLU1160     ","0","0"
"1161","PLU1161     ","0","0"
"1162","PLU1162     ","0","0"
"1163","PLU1163     ","0","0"
"1164","PLU1164     ","0","0"
"1165","PLU1165     ","0","0"
"1166","PLU1166     ","0","0"
"1167","PLU1167     ","0","0"
"1168","PLU1168     ","0","0"
"1169","PLU1169     ","0","0"
"1170","PLU1170     ","0","0"
"1171","PLU1171     ","0","0"
"1172","PLU1172     ","0","0"
"1173","PLU1173     ","0","0"
"1174","PLU1174     ","0","0"
"1175","PLU1175     ","0","0"
"1176","PLU1176     ","0","0"
"1177","PLU1177     ","0","0"
"1178","PLU1178     ","0","0"
"1179","PLU1179     ","0","0"
"1180","PLU1180     ","0","0"
"1181","PLU1181     ","0","0"
"1182","PLU1182     ","0","0"
"1183","PLU1183     ","0","0"
"1184","PLU1184     ","0","0"
"1185","PLU1185     ","0","0"
"1186","PLU1186     ","0","0"
"1187","PLU1187     ","0","0"
"1188","PLU1188     ","0","0"
"1189","PLU1189     ","0","0"
"1190","PLU1190     ","0","0"
"1191","PLU1191     ","0","0"
"1192","PLU1192     ","0","0"
"1193","PLU1193     ","0","0"
"1194","PLU1194     ","0","0"
"1195","PLU1195     ","0","0"
"1196","PLU1196     ","0","0"
"1197","PLU1197     ","0","0"
"1198","PLU1198     ","0","0"
"1199","PLU1199     ","0","0"
"1200","PLU1200     ","0","0"
"1201","PLU1201     ","0","0"
"1202","PLU1202     ","0","0"
"1203","PLU1203     ","0","0"
"1204","PLU1204     ","0","0"
"1205","PLU1205     ","0","0"
"1206","PLU1206     ","0","0"
"1207","PLU1207     ","0","0"
"1208","PLU1208     ","0","0"
"1209","PLU1209     ","0","0"
"1210","PLU1210     ","0","0"
"1211","PLU1211     ","0","0"
"1212","PLU1212     ","0","0"
"1213","PLU1213     ","0","0"
"1214","PLU1214     ","0","0"
"1215","PLU1215     ","0","0"
"1216","PLU1216     ","0","0"
"1217","PLU1217     ","0","0"
"1218","PLU1218     ","0","0"
"1219","PLU1219     ","0","0"
"1220","PLU1220     ","0","0"
"1221","PLU1221     ","0","0"
"1222","PLU1222     ","0","0"
"1223","PLU1223     ","0","0"
"1224","PLU1224     ","0","0"
"1225","PLU1225     ","0","0"
"1226","PLU1226     ","0","0"
"1227","PLU1227     ","0","0"
"1228","PLU1228     ","0","0"
"1229","PLU1229     ","0","0"
"1230","PLU1230     ","0","0"
"1231","PLU1231     ","0","0"
"1232","PLU1232     ","0","0"
"1233","PLU1233     ","0","0"
"1234","PLU1234     ","0","0"
"1235","PLU1235     ","0","0"
"1236","PLU1236     ","0","0"
"1237","PLU1237     ","0","0"
"1238","PLU1238     ","0","0"
"1239","PLU1239     ","0","0"
"1240","PLU1240     ","0","0"
"1241","PLU1241     ","0","0"
"1242","PLU1242     ","0","0"
"1243","PLU1243     ","0","0"
"1244","PLU1244     ","0","0"
"1245","PLU1245     ","0","0"
"1246","PLU1246     ","0","0"
"1247","PLU1247     ","0","0"
"1248","PLU1248     ","0","0"
"1249","PLU1249     ","0","0"
"1250","PLU1250     ","0","0"
"1251","PLU1251     ","0","0"
"1252","PLU1252     ","0","0"
"1253","PLU1253     ","0","0"
"1254","PLU1254     ","0","0"
"1255","PLU1255     ","0","0"
"1256","PLU1256     ","0","0"
"1257","PLU1257     ","0","0"
"1258","PLU1258     ","0","0"
"1259","PLU1259     ","0","0"
"1260","PLU1260     ","0","0"
"1261","PLU1261     ","0","0"
"1262","PLU1262     ","0","0"
"1263","PLU1263     ","0","0"
"1264","PLU1264     ","0","0"
"1265","PLU1265     ","0","0"
"1266","PLU1266     ","0","0"
"1267","PLU1267     ","0","0"
"1268","PLU1268     ","0","0"
"1269","PLU1269     ","0","0"
"1270","PLU1270     ","0","0"
"1271","PLU1271     ","0","0"
"1272","PLU1272     ","0","0"
"1273","PLU1273     ","0","0"
"1274","PLU1274     ","0","0"
"1275","PLU1275     ","0","0"
"1276","PLU1276     ","0","0"
"1277","PLU1277     ","0","0"
"1278","PLU1278     ","0","0"
"1279","PLU1279     ","0","0"
"1280","PLU1280     ","0","0"
"1281","PLU1281     ","0","0"
"1282","PLU1282     ","0","0"
"1283","PLU1283     ","0","0"
"1284","PLU1284     ","0","0"
"1285","PLU1285     ","0","0"
"1286","PLU1286     ","0","0"
"1287","PLU1287     ","0","0"
"1288","PLU1288     ","0","0"
"1289","PLU1289     ","0","0"
"1290","PLU1290     ","0","0"
"1291","PLU1291     ","0","0"
"1292","PLU1292     ","0","0"
"1293","PLU1293     ","0","0"
"1294","PLU1294     ","0","0"
"1295","PLU1295     ","0","0"
"1296","PLU1296     ","0","0"
"1297","PLU1297     ","0","0"
"1298","PLU1298     ","0","0"
"1299","PLU1299     ","0","0"
"1300","PLU1300     ","0","0"
"1301","PLU1301     ","0","0"
"1302","PLU1302     ","0","0"
"1303","PLU1303     ","0","0"
"1304","PLU1304     ","0","0"
"1305","PLU1305     ","0","0"
"1306","PLU1306     ","0","0"
"1307","PLU1307     ","0","0"
"1308","PLU1308     ","0","0"
"1309","PLU1309     ","0","0"
"1310","PLU1310     ","0","0"
"1311","PLU1311     ","0","0"
"1312","PLU1312     ","0","0"
"1313","PLU1313     ","0","0"
"1314","PLU1314     ","0","0"
"1315","PLU1315     ","0","0"
"1316","PLU1316     ","0","0"
"1317","PLU1317     ","0","0"
"1318","PLU1318     ","0","0"
"1319","PLU1319     ","0","0"
"1320","PLU1320     ","0","0"
"1321","PLU1321     ","0","0"
"1322","PLU1322     ","0","0"
"1323","PLU1323     ","0","0"
"1324","PLU1324     ","0","0"
"1325","PLU1325     ","0","0"
"1326","PLU1326     ","0","0"
"1327","PLU1327     ","0","0"
"1328","PLU1328     ","0","0"
"1329","PLU1329     ","0","0"
"1330","PLU1330     ","0","0"
"1331","PLU1331     ","0","0"
"1332","PLU1332     ","0","0"
"1333","PLU1333     ","0","0"
"1334","PLU1334     ","0","0"
"1335","PLU1335     ","0","0"
"1336","PLU1336     ","0","0"
"1337","PLU1337     ","0","0"
"1338","PLU1338     ","0","0"
"1339","PLU1339     ","0","0"
"1340","PLU1340     ","0","0"
"1341","PLU1341     ","0","0"
"1342","PLU1342     ","0","0"
"1343","PLU1343     ","0","0"
"1344","PLU1344     ","0","0"
"1345","PLU1345     ","0","0"
"1346","PLU1346     ","0","0"
"1347","PLU1347     ","0","0"
"1348","PLU1348     ","0","0"
"1349","PLU1349     ","0","0"
"1350","PLU1350     ","0","0"
"1351","PLU1351     ","0","0"
"1352","PLU1352     ","0","0"
"1353","PLU1353     ","0","0"
"1354","PLU1354     ","0","0"
"1355","PLU1355     ","0","0"
"1356","PLU1356     ","0","0"
"1357","PLU1357     ","0","0"
"1358","PLU1358     ","0","0"
"1359","PLU1359     ","0","0"
"1360","PLU1360     ","0","0"
"1361","PLU1361     ","0","0"
"1362","PLU1362     ","0","0"
"1363","PLU1363     ","0","0"
"1364","PLU1364     ","0","0"
"1365","PLU1365     ","0","0"
"1366","PLU1366     ","0","0"
"1367","PLU1367     ","0","0"
"1368","PLU1368     ","0","0"
"1369","PLU1369     ","0","0"
"1370","PLU1370     ","0","0"
"1371","PLU1371     ","0","0"
"1372","PLU1372     ","0","0"
"1373","PLU1373     ","0","0"
"1374","PLU1374     ","0","0"
"1375","PLU1375     ","0","0"
"1376","PLU1376     ","0","0"
"1377","PLU1377     ","0","0"
"1378","PLU1378     ","0","0"
"1379","PLU1379     ","0","0"
"1380","PLU1380     ","0","0"
"1381","PLU1381     ","0","0"
"1382","PLU1382     ","0","0"
"1383","PLU1383     ","0","0"
"1384","PLU1384     ","0","0"
"1385","PLU1385     ","0","0"
"1386","PLU1386     ","0","0"
"1387","PLU1387     ","0","0"
"1388","PLU1388     ","0","0"
"1389","PLU1389     ","0","0"
"1390","PLU1390     ","0","0"
"1391","PLU1391     ","0","0"
"1392","PLU1392     ","0","0"
"1393","PLU1393     ","0","0"
"1394","PLU1394     ","0","0"
"1395","PLU1395     ","0","0"
"1396","PLU1396     ","0","0"
"1397","PLU1397     ","0","0"
"1398","PLU1398     ","0","0"
"1399","PLU1399     ","0","0"
"1400","PLU1400     ","0","0"
"1401","PLU1401     ","0","0"
"1402","PLU1402     ","0","0"
"1403","PLU1403     ","0","0"
"1404","PLU1404     ","0","0"
"1405","PLU1405     ","0","0"
"1406","PLU1406     ","0","0"
"1407","PLU1407     ","0","0"
"1408","PLU1408     ","0","0"
"1409","PLU1409     ","0","0"
"1410","PLU1410     ","0","0"
"1411","PLU1411     ","0","0"
"1412","PLU1412     ","0","0"
"1413","PLU1413     ","0","0"
"1414","PLU1414     ","0","0"
"1415","PLU1415     ","0","0"
"1416","PLU1416     ","0","0"
"1417","PLU1417     ","0","0"
"1418","PLU1418     ","0","0"
"1419","PLU1419     ","0","0"
"1420","PLU1420     ","0","0"
"1421","PLU1421     ","0","0"
"1422","PLU1422     ","0","0"
"1423","PLU1423     ","0","0"
"1424","PLU1424     ","0","0"
"1425","PLU1425     ","0","0"
"1426","PLU1426     ","0","0"
"1427","PLU1427     ","0","0"
"1428","PLU1428     ","0","0"
"1429","PLU1429     ","0","0"
"1430","PLU1430     ","0","0"
"1431","PLU1431     ","0","0"
"1432","PLU1432     ","0","0"
"1433","PLU1433     ","0","0"
"1434","PLU1434     ","0","0"
"1435","PLU1435     ","0","0"
"1436","PLU1436     ","0","0"
"1437","PLU1437     ","0","0"
"1438","PLU1438     ","0","0"
"1439","PLU1439     ","0","0"
"1440","PLU1440     ","0","0"
"1441","PLU1441     ","0","0"
"1442","PLU1442     ","0","0"
"1443","PLU1443     ","0","0"
"1444","PLU1444     ","0","0"
"1445","PLU1445     ","0","0"
"1446","PLU1446     ","0","0"
"1447","PLU1447     ","0","0"
"1448","PLU1448     ","0","0"
"1449","PLU1449     ","0","0"
"1450","PLU1450     ","0","0"
"1451","PLU1451     ","0","0"
"1452","PLU1452     ","0","0"
"1453","PLU1453     ","0","0"
"1454","PLU1454     ","0","0"
"1455","PLU1455     ","0","0"
"1456","PLU1456     ","0","0"
"1457","PLU1457     ","0","0"
"1458","PLU1458     ","0","0"
"1459","PLU1459     ","0","0"
"1460","PLU1460     ","0","0"
"1461","PLU1461     ","0","0"
"1462","PLU1462     ","0","0"
"1463","PLU1463     ","0","0"
"1464","PLU1464     ","0","0"
"1465","PLU1465     ","0","0"
"1466","PLU1466     ","0","0"
"1467","PLU1467     ","0","0"
"1468","PLU1468     ","0","0"
"1469","PLU1469     ","0","0"
"1470","PLU1470     ","0","0"
"1471","PLU1471     ","0","0"
"1472","PLU1472     ","0","0"
"1473","PLU1473     ","0","0"
"1474","PLU1474     ","0","0"
"1475","PLU1475     ","0","0"
"1476","PLU1476     ","0","0"
"1477","PLU1477     ","0","0"
"1478","PLU1478     ","0","0"
"1479","PLU1479     ","0","0"
"1480","PLU1480     ","0","0"
"1481","PLU1481     ","0","0"
"1482","PLU1482     ","0","0"
"1483","PLU1483     ","0","0"
"1484","PLU1484     ","0","0"
"1485","PLU1485     ","0","0"
"1486","PLU1486     ","0","0"
"1487","PLU1487     ","0","0"
"1488","PLU1488     ","0","0"
"1489","PLU1489     ","0","0"
"1490","PLU1490     ","0","0"
"1491","PLU1491     ","0","0"
"1492","PLU1492     ","0","0"
"1493","PLU1493     ","0","0"
"1494","PLU1494     ","0","0"
"1495","PLU1495     ","0","0"
"1496","PLU1496     ","0","0"
"1497","PLU1497     ","0","0"
"1498","PLU1498     ","0","0"
"1499","PLU1499     ","0","0"
"1500","PLU1500     ","0","0"
"1501","PLU1501     ","0","0"
"1502","PLU1502     ","0","0"
"1503","PLU1503     ","0","0"
"1504","PLU1504     ","0","0"
"1505","PLU1505     ","0","0"
"1506","PLU1506     ","0","0"
"1507","PLU1507     ","0","0"
"1508","PLU1508     ","0","0"
"1509","PLU1509     ","0","0"
"1510","PLU1510     ","0","0"
"1511","PLU1511     ","0","0"
"1512","PLU1512     ","0","0"
"1513","PLU1513     ","0","0"
"1514","PLU1514     ","0","0"
"1515","PLU1515     ","0","0"
"1516","PLU1516     ","0","0"
"1517","PLU1517     ","0","0"
"1518","PLU1518     ","0","0"
"1519","PLU1519     ","0","0"
"1520","PLU1520     ","0","0"
"1521","PLU1521     ","0","0"
"1522","PLU1522     ","0","0"
"1523","PLU1523     ","0","0"
"1524","PLU1524     ","0","0"
"1525","PLU1525     ","0","0"
"1526","PLU1526     ","0","0"
